id,nama_lokasi,provider,alamat,kabupaten_kota,provinsi,latitude,longitude,type_charge,watt,jumlah_charger,jumlah_konektor,nama_chargerbox
2762,(VOLTRON) McD Kosambi,Voltron,"Jl. Raya Kosambi, RT.12/RW.03, Duren, Kec. Karawang Tim., Karawang, Jawa Barat 41371",Kab Karawang,Jawa Barat,-6.3673672,107.36896,medium,22 kW,2,1,1. Voltron
2762,(VOLTRON) McD Kosambi,Voltron,"Jl. Raya Kosambi, RT.12/RW.03, Duren, Kec. Karawang Tim., Karawang, Jawa Barat 41371",Kab Karawang,Jawa Barat,-6.3673672,107.36896,medium,22 kW,2,1,2. Voltron
2767,(VOLTRON) McDonald's Brigjen Darsono,Voltron,"Jl. Brigjen Darsono, Sunyaragi, Kec. Kesambi, Kota Cirebon, Jawa Barat 45132, Indonesia",Kota Cirebon,Jawa Barat,-6.7320293,108.5416174,medium,22 kW,2,1,1. Voltron
2767,(VOLTRON) McDonald's Brigjen Darsono,Voltron,"Jl. Brigjen Darsono, Sunyaragi, Kec. Kesambi, Kota Cirebon, Jawa Barat 45132, Indonesia",Kota Cirebon,Jawa Barat,-6.7320293,108.5416174,medium,22 kW,2,1,2. Voltron
2772,(VOLTRON) Bintaro Jaya Xchange Mall 2,Voltron,"Jl. Lkr. Jaya No.12, Pd. Jaya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15220, Indonesia",Kota Tangerang Selatan,Banten,-6.285776,106.729282,ultrafast,100 kW,1,2,Voltron
2773,(VOLTRON) Lippo Kuningan,Voltron,"Jl. H. R. Rasuna Said No.B12, RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12940, Indonesia",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2165448,106.8317389,ultrafast,100 kW,2,1,1. Voltron
2773,(VOLTRON) Lippo Kuningan,Voltron,"Jl. H. R. Rasuna Said No.B12, RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12940, Indonesia",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2165448,106.8317389,ultrafast,100 kW,2,2,2. Voltron
2774,(VOLTRON) Summarecon Mall Bekasi UFC,Voltron,"Jl. Jababeka Raya, Pasirgombong, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kab Bekasi,Jawa Barat,-6.2259462,107.0015485,ultrafast,100 kW,1,2,Voltron
2775,(VOLTRON) ASG PIK 2 Central Market,Voltron,"Jl. Lkr. BXC Mall, Pd. Jaya, Kec. Pd. Aren, Tangerang, Banten 15227",Kota Tangerang,Banten,-6.0907379,106.7459351,ultrafast,100 kW,2,1,1. Voltron
2775,(VOLTRON) ASG PIK 2 Central Market,Voltron,"Jl. Lkr. BXC Mall, Pd. Jaya, Kec. Pd. Aren, Tangerang, Banten 15227",Kota Tangerang,Banten,-6.0907379,106.7459351,ultrafast,100 kW,2,2,2. Voltron
2776,(VOLTRON) Food Centrum,Voltron,"Blok BA-BB-BC, Ruko Puri Mutiara, Jl. Griya Utama, RT.2/RW.5, Sunter Agung, Kec. Tj. Priok, Jakarta Utara, Daerah Khusus IbuKota Jakarta Pusat 14350, Indonesia",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.1407093,106.8552678,ultrafast,100 kW,2,1,1. Voltron
2776,(VOLTRON) Food Centrum,Voltron,"Blok BA-BB-BC, Ruko Puri Mutiara, Jl. Griya Utama, RT.2/RW.5, Sunter Agung, Kec. Tj. Priok, Jakarta Utara, Daerah Khusus IbuKota Jakarta Pusat 14350, Indonesia",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.1407093,106.8552678,ultrafast,100 kW,2,2,2. Voltron
2777,(VOLTRON) Noble House,Voltron,"Sentra Summarecon Bekasi, Jl. Boulevard Ahmad Yani, Marga Mulya, Kec. Bekasi Utara, Kota Bekasi, Jawa Barat 17142",Kota Bekasi,Jawa Barat,-6.2267776,106.8288946,ultrafast,100 kW,2,1,1. Voltron
2777,(VOLTRON) Noble House,Voltron,"Sentra Summarecon Bekasi, Jl. Boulevard Ahmad Yani, Marga Mulya, Kec. Bekasi Utara, Kota Bekasi, Jawa Barat 17142",Kota Bekasi,Jawa Barat,-6.2267776,106.8288946,ultrafast,100 kW,2,2,2. Voltron
2778,(VOLTRON) MKG Kemayoran,Voltron,"Golf Island, Kawasan Pantai Maju, Jl, Jl. Boulevard Raya, Kamal Muara, Kec. Penjaringan, Daerah Khusus IbuKota Jakarta Pusat 14470",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.1545239,106.8492481,ultrafast,100 kW,1,2,Voltron
2779,(VOLTRON) Artotel Gelora Senayan Jakarta,Voltron,"Jl. Pintu Satu Senayan No.1 1, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Jakarta, DKI Jakarta 10270, Indonesia",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.2228556,106.8033327,ultrafast,100 kW,2,1,1. Voltron
2779,(VOLTRON) Artotel Gelora Senayan Jakarta,Voltron,"Jl. Pintu Satu Senayan No.1 1, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Jakarta, DKI Jakarta 10270, Indonesia",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.2228556,106.8033327,ultrafast,100 kW,2,2,2. Voltron
2780,(VOLTRON) Dipo Tower,Voltron,"Jl. DR. Ide Anak Agung Gde Agung Jl. Mega Kuningan Barat No.2 Kav E 4.2, Kuningan",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.2024301,106.8012726,ultrafast,100 kW,1,2,Voltron
2781,(VOLTRON) Botani Square Mall Bogor,Voltron,"Jl. Raya Pajajaran No.40, Tugu Kujang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16127, Indonesia",Kota Bogor,Jawa Barat,-6.6012409,106.807855,ultrafast,100 kW,2,1,1. Voltron
2781,(VOLTRON) Botani Square Mall Bogor,Voltron,"Jl. Raya Pajajaran No.40, Tugu Kujang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16127, Indonesia",Kota Bogor,Jawa Barat,-6.6012409,106.807855,ultrafast,100 kW,2,2,2. Voltron
2782,(VOLTRON) Pintu Satu Senayan,Voltron,"Jl. Pintu Satu Senayan No.1 1, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Jakarta, Daerah Khusus IbuKota Jakarta Pusat 10270",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.2226959,106.8031553,ultrafast,100 kW,1,2,Voltron
2783,(VOLTRON) Equity Tower UFC,Voltron,"Jl. Gatot Subroto No.Kav 50-52, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus IbuKota Jakarta Pusat 10260",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.2018124,106.8003997,ultrafast,100 kW,1,2,Voltron
2784,(VOLTRON) Gedung Bursa Efek Indonesia,Voltron,"Gedung Bursa Efek Indonesia Tower 1, Jl. Jend. Sudirman kav 52-53 Lantai 6, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12190, Indonesia",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2260492,106.8089449,ultrafast,100 kW,2,1,1. Voltron
2784,(VOLTRON) Gedung Bursa Efek Indonesia,Voltron,"Gedung Bursa Efek Indonesia Tower 1, Jl. Jend. Sudirman kav 52-53 Lantai 6, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12190, Indonesia",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2260492,106.8089449,ultrafast,100 kW,2,2,2. Voltron
2785,(STROOM PPI) ATRIA @SUDIRMAN,Stroom PPI,"Jalan M.H. Thamrin. Kel. Salembaran Jaya Kec. Kosambi, Tangerang, Kabupaten Tangerang, Banten 15214",Kab Tangerang,Banten,-6.2136866,106.8174658,medium,40 kW,1,2,Cornerstone Flexidc40 kW
2786,(STROOM PPI) Centennial Tower,Stroom PPI,"Jl. Jend. Sudirman kav 52-53 No.Lot 9, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12190",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2300493,106.8207837,medium,40 kW,2,1,Cornerstone Glow
2786,(STROOM PPI) Centennial Tower,Stroom PPI,"Jl. Jend. Sudirman kav 52-53 No.Lot 9, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12190",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2300493,106.8207837,medium,40 kW,2,2,Cornerstone Flexidc40 kW
2787,(STROOM PPI) Discovery Mall Bali,Stroom PPI,"Jl. Jenderal Sudirman No.Kav. 33A, RT.3/RW.2, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus IbuKota Jakarta Pusat 10220",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.2143372,106.8177549,standard,11 kW,1,1,Cornerstone Glow
2788,(STROOM PPI) Essence Darmawangsa,Stroom PPI,"Jl. Gatot Subroto No.24-25, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12930",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2578758,106.805633,medium,40 kW,2,1,Cornerstone Glow
2788,(STROOM PPI) Essence Darmawangsa,Stroom PPI,"Jl. Gatot Subroto No.24-25, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12930",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2578758,106.805633,medium,40 kW,2,2,Cornerstone Flexidc40 kW
2789,(STROOM PPI) ICE BSD Hall 1,Stroom PPI,"Jl. Darmawangsa-X No.86, RT.7/RW.8, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12150",Kab Tangerang,Banten,-6.2982119,106.6374456,medium,40 kW,2,1,Cornerstone Glow
2789,(STROOM PPI) ICE BSD Hall 1,Stroom PPI,"Jl. Darmawangsa-X No.86, RT.7/RW.8, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12150",Kab Tangerang,Banten,-6.2982119,106.6374456,medium,40 kW,2,2,Cornerstone Flexidc40 kW
2790,(STROOM PPI) ICE BSD Hall 10,Stroom PPI,"Jl. BSD Grand Boulevard Raya No.1, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Banten 15339",Kab Tangerang,Banten,-6.3032437,106.6362648,medium,40 kW,2,1,Cornerstone Glow
2790,(STROOM PPI) ICE BSD Hall 10,Stroom PPI,"Jl. BSD Grand Boulevard Raya No.1, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Banten 15339",Kab Tangerang,Banten,-6.3032437,106.6362648,medium,40 kW,2,2,Cornerstone Flexidc40 kW
2791,(STROOM PPI) Menara Rajawali,Stroom PPI,"Indonesia Convention Exhibition (Ice) Bsd, Jl. BSD Grand Boulevard Raya No.1, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Banten 15339",Kab Tangerang,Banten,-6.2271612,106.8264264,medium,40 kW,2,1,Cornerstone Glow
2791,(STROOM PPI) Menara Rajawali,Stroom PPI,"Indonesia Convention Exhibition (Ice) Bsd, Jl. BSD Grand Boulevard Raya No.1, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Banten 15339",Kab Tangerang,Banten,-6.2271612,106.8264264,medium,40 kW,2,2,Cornerstone Flexidc40 kW
2792,(STROOM PPI) MSIG Sinarmas Sudirman,Stroom PPI,"Jl. DR. Ide Anak Agung Gde Agung, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12950",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2104328,106.8222718,fast,60 kW,2,1,Cornerstone Glow
2792,(STROOM PPI) MSIG Sinarmas Sudirman,Stroom PPI,"Jl. DR. Ide Anak Agung Gde Agung, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12950",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2104328,106.8222718,fast,60 kW,2,2,Cornerstone Flexidc60 kW
2793,(STROOM PPI) Nifarro Park,Stroom PPI,"Jl. Jenderal Sudirman No.21, Jakarta Selatan",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2633812,106.8434253,medium,40 kW,2,1,Cornerstone Glow
2793,(STROOM PPI) Nifarro Park,Stroom PPI,"Jl. Jenderal Sudirman No.21, Jakarta Selatan",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2633812,106.8434253,medium,40 kW,2,2,Cornerstone Flexidc40 kW
2794,(STROOM PPI) Palace Hotel,Stroom PPI,"Jl. Raya Cipanas No.KM 81, RW.2, Cipanas, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",Kab Cianjur,Jawa Barat,-6.7351619,107.041855,standard,11 kW,1,1,Cornerstone Glow
2795,(STROOM PPI) R Hotel Rancamaya,Stroom PPI,"Jl. Raya Cipanas No.KM 81, RW.2, Cipanas, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",Kab Cianjur,Jawa Barat,-6.6586634,106.8230435,medium,40 kW,2,1,Cornerstone Glow
2795,(STROOM PPI) R Hotel Rancamaya,Stroom PPI,"Jl. Raya Cipanas No.KM 81, RW.2, Cipanas, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",Kab Cianjur,Jawa Barat,-6.6586634,106.8230435,medium,40 kW,2,2,Cornerstone Flexidc40 kW
2796,(STROOM PPI) Rancamaya Marketing Gallery,Stroom PPI,"Jl. Rancamaya Utama, Kertamaya, Kec. Ciawi, Kota Bogor, Jawa Barat 16720, Indonesia",Kota Bogor,Jawa Barat,-6.6625171,106.8447541,medium,40 kW,2,1,Cornerstone Glow
2796,(STROOM PPI) Rancamaya Marketing Gallery,Stroom PPI,"Jl. Rancamaya Utama, Kertamaya, Kec. Ciawi, Kota Bogor, Jawa Barat 16720, Indonesia",Kota Bogor,Jawa Barat,-6.6625171,106.8447541,medium,40 kW,2,2,Cornerstone Flexidc40 kW
2797,(STROOM PPI) Royal Tulip Gunung Geulis Parking Area,Stroom PPI,"Jl. Rancamaya Utama No.1, Rancamaya Golf Estate, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16720",Kota Bogor,Jawa Barat,-6.6267188,106.8630654,medium,22 kW,1,1,Cornerstone Glow
2798,(STROOM PPI) Royal Tulip Gunung Geulis Wing C,Stroom PPI,"Jl. Pasir Angin, Nagrak, Gadog-Bogor",Kota Bogor,Jawa Barat,-6.6267098,106.863106,medium,22 kW,1,1,Cornerstone Glow
2799,(STROOM PPI) SCBD Park,Stroom PPI,"Jl. Swadarma 5 No.59, RT.4/RW.8",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2264793,106.809662,medium,40 kW,2,1,Cornerstone Glow
2799,(STROOM PPI) SCBD Park,Stroom PPI,"Jl. Swadarma 5 No.59, RT.4/RW.8",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2264793,106.809662,medium,40 kW,2,2,Cornerstone Flexidc40 kW
2800,(STROOM PPI) Navapark Country Club,Stroom PPI,"Navapark Tangerang Regency, Banten",Kab Tangerang,Banten,-6.290624,106.6530401,fast,60 kW,2,1,Cornerstone Glow
2800,(STROOM PPI) Navapark Country Club,Stroom PPI,"Navapark Tangerang Regency, Banten",Kab Tangerang,Banten,-6.290624,106.6530401,fast,60 kW,2,2,Cornerstone Flexidc60 kW
2801,(STROOM PPI) Navapark North Point,Stroom PPI,"Jl. BSD Boulevard Utara, Tangerang Regency",Kab Tangerang,Banten,-6.2893362,106.6511023,medium,22 kW,1,1,Cornerstone Glow
2802,(STROOM PPI) Navapark Marigold,Stroom PPI,"Jl. Boulevard BSD City, Tangerang",Kab Tangerang,Banten,-6.2971245,106.6505963,medium,22 kW,1,1,Cornerstone Glow
2803,(DayaGreen) 3 Multi Gudang Daan Mogot,DayaGreen,"Komplek 3 Multi Gudang, Blok D-2, Daan Mogot Rd No.Km 21, Poris Plawad, Cipondoh, Tangerang City, Banten 15141, Indonesia",Kota Tangerang,Banten,-6.1635895,106.6667272,standard,7 kW,1,1,INJECT AC 7 KW
2804,(DayaGreen) Hotel Courtyard By Marriott Bandung Dago,DayaGreen,"Jl. Ir. H. Juanda No.33, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",Kota Bandung,Jawa Barat,-6.9041887,107.6106052,standard,7 kW,1,1,INJECT AC 7 KW
2805,(DayaGreen) Hotel Naval / Zen Spa Bandung Sukajadi,DayaGreen,"Area Parkir Hotel Naval, Jl. Sukajadi No.180 Kota Bandung Jawa Barat",Kota Bandung,Jawa Barat,-6.8844458,107.5967939,standard,7 kW,1,1,INJECT AC 7 KW
2806,(DayaGreen) Hotel Grand Edge Semarang,DayaGreen,"Area Parkir Grand Edge Hotel Semarang, Jl. Sultan Agung No.96, Wonotingal, Kec. Candisari, Kota Semarang, Jawa Tengah",Kota Semarang,Jawa Tengah,-7.0113749,110.416125,standard,7 kW,1,1,INJECT AC 7 KW
2807,(DayaGreen) Hotel Radja Semarang,DayaGreen,"Area Parkir Radja Art Boutique Hotel Semarang, Jl. Singosari Raya No.4, Wonodri, Kec. Semarang Sel., Kota Semarang, Jawa Tengah",Kota Semarang,Jawa Tengah,-6.999918,110.4275927,standard,7 kW,1,1,INJECT AC 7 KW
2808,(DayaGreen) Hotel New Saphir Yogyakarta,DayaGreen,"Area Parkir Hotel New Saphir, Kota Yogyakarta, Jl. Laksda Adisucipto No.38, Demangan, Kec. Gondokusuman, Kota Yogyakarta, DIY",Kota Yogyakarta,DI Yogyakarta,-7.7833018,110.3914009,standard,7 kW,1,1,INJECT AC 7 KW
2809,(DayaGreen) Hotel Pop Diponegoro Surabaya,DayaGreen,"Area Parkir Hotel POP Surabaya, Jl. Diponegoro No.33, Darmo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur,-7.2925626,112.7373354,standard,7 kW,1,1,INJECT AC 7 KW
2810,(DayaGreen) Hotel Ijen Suites Resort Malang,DayaGreen,"Area Parkir Ijen Suite Resort Convention Malang, Jl. Ijen Nirwana Raya Blok A No.16, Bareng, Kec. Klojen, Kota Malang, Jawa Timur",Kota Malang,Jawa Timur,-7.9808253,112.6155466,standard,7 kW,1,1,INJECT AC 7 KW
2811,(DayaGreen) Hotel Brits Legian,DayaGreen,"Area Parkir Brits Hotel Legian, Jl. Sunset Road No.150, Legian, Kec. Kuta, Kabupaten Badung, Bali",Kab Badung,Bali,-8.6967501,115.1757921,standard,7 kW,1,1,INJECT AC 7 KW
2812,(DayaGreen) Hotel Alana Sentul City,DayaGreen,"Area Parkir VIP The Alana Hotel, Sentul City Kota Bogor, Jawa Barat; Jl. Ir H Juanda No.76, Citaringgul, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat",Kota Bogor,Jawa Barat,-6.5693831,106.8481697,standard,7 kW,1,1,INJECT AC 7 KW
2813,(DayaGreen) Hotel Grand Aston Puncak,DayaGreen,"Area Parkir Hotel Grand Aston Puncak, Jl. Raya Puncak - Gadog No.54, Ciloto, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat",Kab Cianjur,Jawa Barat,-6.7120026,107.0105763,standard,7 kW,1,1,INJECT AC 7 KW
2814,(DayaGreen) Hotel Crowne Plaza Bandung,DayaGreen,"Area parkir Lokasi Area Parkir Hotel Crown Plaza, Bandung Jl. Lembong No. 19 Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,-6.9168281,107.6119609,standard,7 kW,2,1,1.  INJECT AC 7 KW
2814,(DayaGreen) Hotel Crowne Plaza Bandung,DayaGreen,"Area parkir Lokasi Area Parkir Hotel Crown Plaza, Bandung Jl. Lembong No. 19 Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,-6.9168281,107.6119609,standard,7 kW,2,1,2. INJECT AC 7 KW
2815,(DayaGreen) Mal SKA Pekanbaru,DayaGreen,"Complex Mal SKA Jl. Soekarno Hatta, Delima, Pekanbaru, Riau",Kota Pekanbaru,Riau,0.500065,101.4189995,standard,7 kW,1,1,INJECT AC 7 KW
2816,(DayaGreen) SAP Elang Laut,DayaGreen,"PT Sistem Aksesindo Perdana Elang Laut Jl. Pantai Indah Selatan, Ruko Elang Laut Blok C No.7 Jakarta Utara.",Kota ADM Jakarta Utara,DKI Jakarta ,-6.1238082,106.7401894,standard,7 kW,1,1,INJECT AC 7 KW
2817,(DayaGreen) Office 8 Senopati,DayaGreen,"Jl. Senopati No.8, RT.8/RW.3, Senayan, Kec. Kebayoran Baru, Kota Jakarta Selatan, Daerah Khusus Jakarta",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2291119,106.8056935,medium,22 kW,4,1,1.  INJECT AC 7 KW
2817,(DayaGreen) Office 8 Senopati,DayaGreen,"Jl. Senopati No.8, RT.8/RW.3, Senayan, Kec. Kebayoran Baru, Kota Jakarta Selatan, Daerah Khusus Jakarta",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2291119,106.8056935,medium,22 kW,4,1,2.  INJECT AC 22 KW
2817,(DayaGreen) Office 8 Senopati,DayaGreen,"Jl. Senopati No.8, RT.8/RW.3, Senayan, Kec. Kebayoran Baru, Kota Jakarta Selatan, Daerah Khusus Jakarta",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2291119,106.8056935,medium,22 kW,4,1,3.  INJECT AC 22 KW
2817,(DayaGreen) Office 8 Senopati,DayaGreen,"Jl. Senopati No.8, RT.8/RW.3, Senayan, Kec. Kebayoran Baru, Kota Jakarta Selatan, Daerah Khusus Jakarta",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2291119,106.8056935,medium,22 kW,4,1,4.  INJECT AC 22 KW
2818,(DayaGreen) Apartemen Saumata Alam Sutera,DayaGreen,"Jl. Alam Utama No.Kav.12-16, RT.001/RW.006, Panunggangan Timur, Kec. Pinang, Kota Tangerang, Banten",Kota Tangerang,Banten,-6.2296843,106.65487,standard,7 kW,1,1,INJECT AC 7 KW
2819,(DayaGreen) Hotel Tamansari Tera Residence,DayaGreen,"Jl. Tera No.28, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,-6.9153454,107.6125905,standard,7 kW,1,1,INJECT AC 7 KW
2820,(DayaGreen) CBD Pluit,DayaGreen,"Jl Pluit Selatan Raya RT.23/RW.8, Penjaringan, Kec. Penjaringan, Kota Jakarta Utara, DKI Jakarta",Kota ADM Jakarta Utara,DKI Jakarta ,-6.1270976,106.7892194,medium,22 kW,5,1,1. INJECT AC 7 KW
2820,(DayaGreen) CBD Pluit,DayaGreen,"Jl Pluit Selatan Raya RT.23/RW.8, Penjaringan, Kec. Penjaringan, Kota Jakarta Utara, DKI Jakarta",Kota ADM Jakarta Utara,DKI Jakarta ,-6.1270976,106.7892194,medium,22 kW,5,1,2. INJECT AC 7 KW
2820,(DayaGreen) CBD Pluit,DayaGreen,"Jl Pluit Selatan Raya RT.23/RW.8, Penjaringan, Kec. Penjaringan, Kota Jakarta Utara, DKI Jakarta",Kota ADM Jakarta Utara,DKI Jakarta ,-6.1270976,106.7892194,medium,22 kW,5,1,3. INJECT AC 7 KW
2820,(DayaGreen) CBD Pluit,DayaGreen,"Jl Pluit Selatan Raya RT.23/RW.8, Penjaringan, Kec. Penjaringan, Kota Jakarta Utara, DKI Jakarta",Kota ADM Jakarta Utara,DKI Jakarta ,-6.1270976,106.7892194,medium,22 kW,5,1,4. INJECT AC 22 KW
2820,(DayaGreen) CBD Pluit,DayaGreen,"Jl Pluit Selatan Raya RT.23/RW.8, Penjaringan, Kec. Penjaringan, Kota Jakarta Utara, DKI Jakarta",Kota ADM Jakarta Utara,DKI Jakarta ,-6.1270976,106.7892194,medium,22 kW,5,1,5. INJECT AC 22 KW
2821,(DayaGreen) Living World Alam Sutera,DayaGreen,"Living World Alam Sutera No.Kav. 21, Jl. Alam Sutera Boulevard, Pakulonan, Kec. Serpong Utara, Kota Tangerang Selatan, Banten",Kota Tangerang Selatan,Banten,-6.2442046,106.6531127,standard,7 kW,1,1,INJECT AC 7 KW
2822,(DayaGreen) Discovery Mall Bali (Kuta),DayaGreen,"Parkir Mall Discovery Bali Jl. Kartika Plaza, Kuta, Kec Kuta, Kabupaten Badung, Bali",Kab Badung,Bali,-8.7287168,115.1684198,medium,22 kW,2,1,1. INJECT AC 7 KW
2822,(DayaGreen) Discovery Mall Bali (Kuta),DayaGreen,"Parkir Mall Discovery Bali Jl. Kartika Plaza, Kuta, Kec Kuta, Kabupaten Badung, Bali",Kab Badung,Bali,-8.7287168,115.1684198,medium,22 kW,2,1,2. INJECT AC 22 KW
2823,(DayaGreen) Harvest Senopati,DayaGreen,"The Harvest Senopati Jl. Senopati No.47, RT.8/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, DKI Jakarta",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2312428,106.810058,medium,22 kW,1,1,INJECT AC 7 KW
2824,(DayaGreen) Hotel Prime Plaza Puwarkarta,DayaGreen,"Area Parkir Prime Plaza Hotel Jalan Kota Bukit Indah Raya No. Blok L, Cinangka, Kec. Bungursari, Kab. Purwakarta, Jawa Barat",Kab Purwakarta,Jawa Barat,-6.4385568,107.4632452,standard,7 kW,1,1,INJECT AC 7 KW
2825,(DayaGreen) Black Owl PIK,DayaGreen,"Area Parkir Golf Island Beach Theme Park Jl. Pantai Indah Kapuk No.77, Kamal Muara, Kota Jakarta Utara, DKI Jakarta",Kota ADM Jakarta Utara,DKI Jakarta ,-6.0903106,106.745385,medium,22 kW,1,1,INJECT AC 7 KW
2826,(DayaGreen) Black Owl Kelapa Gading,DayaGreen,"Area Parkir Black Owl Kelapa Gading Jl. Bulevard Artha Gading Blok A-2, Kelapa Gading Barat, Kota Jakarta Utara, DKI Jakarta",Kota ADM Jakarta Utara,DKI Jakarta ,-6.1450583,106.8946392,standard,7 kW,2,1,1. INJECT AC 7 KW
2826,(DayaGreen) Black Owl Kelapa Gading,DayaGreen,"Area Parkir Black Owl Kelapa Gading Jl. Bulevard Artha Gading Blok A-2, Kelapa Gading Barat, Kota Jakarta Utara, DKI Jakarta",Kota ADM Jakarta Utara,DKI Jakarta ,-6.1450583,106.8946392,standard,7 kW,2,1,2. INJECT AC 7 KW
2827,(DayaGreen) Bendega Bali,DayaGreen,"jl Cok Agung Tresna No. 37, Dangin Puri Klod, kec. Denpasar Timur, Kota Denpasar, Bali 802341",Kota Denpasar,Bali,-8.6666732,115.2281096,standard,7 kW,1,1,INJECT AC 7 KW
2828,(DayaGreen) Swiss-Bel Express,DayaGreen,"Lokasi Area Parkir Area parkir Swissbell Express Cilegon Jl. SA. Tirtayasa, RT.02/RW.09, Masigit, Kec. Jombang, Kota Cilegon, Banten",Kota Cilegon,Banten,-6.0147561,106.0472507,medium,22 kW,1,1,INJECT AC 7 KW
2829,(DayaGreen) Yuan Garden Pasar Baru,DayaGreen,"Area parkir Yuan Garden Pasar Baru. Jl. Pintu Air V No. 53 RT5/RW8, Pasar Baru, kec Sawah Besar, Kota Jakarta Pusat",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.1630354,106.8322921,medium,22 kW,1,1,INJECT AC 7 KW
